Pincode,Region_ID,Status,Message,MOQ,MOQ_Charges,Free_Shipping,Free_Shipping_amount,COD,COD_Charges,Farm_pick_up,Farm_pick_up_delivery_charges,Same_day_delivery_till_2pm,Same_day_delivery_till_2pm_charges,Next_day_delivery_Standard_9am_9pm,Next_day_delivery_Standard_9am_9pm_charges,Next_day_delivery_8am_2pm,Next_day_delivery_8am_2pm_charges,Next_day_delivery_2pm_8pm,Next_day_delivery_2pm_8pm_charges,Standard_delivery,Standard_delivery_charges
208014,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208016,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208017,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208015,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208019,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208020,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208021,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208022,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208024,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208023,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208025,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208018,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
208026,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
209217,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
302001,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302002,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302003,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
208027,62b17a867ebc153a4ebcdb5a,active,,yes,800,no,50,no,0,no,0,no,0,no,0,no,50,no,50,yes,50
302004,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302005,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302006,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302007,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302008,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302009,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302010,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302011,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302012,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302014,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302016,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302017,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302018,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302019,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302020,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302021,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302013,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302015,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302022,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302026,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302030,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302027,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302032,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302031,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302028,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302024,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302025,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302033,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302034,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302035,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302036,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302023,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302039,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302043,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400001,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400003,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400004,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400005,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302040,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
230532,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400006,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400007,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400002,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400009,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400010,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400011,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400008,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400012,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400013,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
302029,6266534b920b907d9fb40ebd,active,,yes,800,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400018,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400017,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400014,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400016,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400019,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400026,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400015,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400027,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400029,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400031,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400021,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400020,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400028,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400022,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400023,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400024,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400030,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400025,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400032,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400033,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400035,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400036,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400037,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400038,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400042,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400043,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400041,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400047,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400048,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400050,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400049,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400045,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400046,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400044,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400053,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400057,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400058,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400055,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400039,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400054,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400059,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400051,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400040,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400052,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400034,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400056,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400062,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400061,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400063,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400068,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400060,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400070,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400065,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400072,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400066,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400069,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400071,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400078,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400075,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400079,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400080,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400081,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400082,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400064,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400083,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400077,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400073,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400087,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400086,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400084,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400090,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400093,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400092,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400091,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400097,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400085,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400100,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400101,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400099,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400102,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400074,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400096,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400603,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400610,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400088,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400708,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
133301,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400094,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400615,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400103,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400098,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
140901,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400095,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400104,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160001,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160002,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400089,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400076,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
400067,631321d39d3b813b06045726,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160010,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160011,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160018,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160020,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160022,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160023,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160026,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160019,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160027,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160008,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160025,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160028,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160009,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160004,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160017,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160029,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160015,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160030,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160014,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160031,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160033,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160012,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160035,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160003,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160036,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160038,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160044,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160034,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160043,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160042,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160047,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160052,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160062,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160059,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160061,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160102,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160063,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160101,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160050,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160055,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160103,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160054,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160056,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
160045,6313220e9d3b813b06045786,active,,yes,1000,no,90,no,0,no,0,no,0,no,0,no,90,no,90,yes,90
